SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1050986|TG|Frage|"Are the T-shirts available again soon in M? I would like to order one.
& what size does the model wear?
Best regards :-D"|5.0|1|Hi TG, the model is about 1.75m tall and is wearing size M here. We have already reordered the shirts, but unfortunately, we don't have a delivery date yet. I'm really sorry about that. Best wishes from the Elbenwald!|2018-04-27 07:05:17
E1003416|P Malfoy|Eine Frage|"Can you unscrew the head of the rod?
Like ""You know who""
Okay, he broke it off
But it already works"|5.0|1|Hi P, unfortunately, the snakehead can only be separated from the wand in a similarly gruesome way as in the movie, namely by breaking it. We would not recommend that. Best wishes from the Elvenwood!|2018-04-28 12:17:53
E1045475|Rose Weasley|Ich habe eine Frage...|"...and are all the spells in the book?
Thank you for the answer in advance, Lg Rose"|5.0|1|Hi Rose, this book mentions the most famous spells, but it does not claim to be comprehensive. Best wishes from the Elvenwood!|2018-04-29 12:56:41
E1044616|Vanessa|Wird sie nochmal geliefert?|"I would really love to have the blanket as a gift. In a post, it was mentioned that it will be delivered again in the second half of April. Now we are at the end of April, beginning of May. Will the blanket be available for purchase again?

Warm regards,
Vanessa"|5.0|1|Hi Vanessa, unfortunately, the delivery is delayed until mid to late May. Thank you very much for your understanding and best regards from the Elbenwald!|2018-04-30 02:21:30
E1039163|Narzissa|Eine Frage...|I would also like to get one and therefore I would like to ask: Is Hufflepuff still blue or no longer?|5.0|1|Hi Narzissa, the sweater looks just like the picture. Best wishes from the Elvenwood!|2018-04-30 16:27:44
E1003526|James Potter|Jedoch muss man Sagen Design technisch ist abgesehen von der Billigen Verarbeitung Ok|Nevertheless, I am more than disappointed with the plastic thing that breaks so quickly.|1.0|1|"Hi James, we honestly apologize if your Deluminator is not in perfect condition. This is a high-quality collector's replica with excellent craftsmanship and realistic weight. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> in your case, together we will surely find a solution. Best regards from Elbenwald!"|2018-05-01 09:59:41
E1047189|Becci|Bitte auch in Übergröße!|"Dear Elbenwald Team,
if you were to release this bedding set in 1.55*2.20, I would buy it immediately! Unfortunately, I never find a HP bedding set in extra large size:( I'm sure others feel the same way.
Best regards,
Becci"|5.0|1|"Hi Becci,

Thank you very much for your tip, I'll pass it on to our product development team right away. I can't promise anything, but I'll keep my fingers crossed for you. Best wishes from the Elbenwald!"|2018-05-01 21:55:20
E1034429|Andrea|Kleid schön Passform leider nicht|Unfortunately, the size chart isn't quite accurate—the chest area was just about right, but unfortunately the backside doesn't fit...especially not if you want to wear pants underneath when it gets cooler. I hope I can still exchange it. I wear size 48/50, XL is definitely too tight.|5.0|1|"Hi Andrea, I'm really sorry about that. Please reach out to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> with a quick message, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!"|2018-05-02 20:07:15
E1034429|Gabi 03.05.18|Super Qualität|The dress is made from a pleasant fabric. I wear dress size 36 and ordered S. Unfortunately, it was much too tight. I should probably have ordered size M.|5.0|1|"Hi Gabi, please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!"|2018-05-03 10:15:20
E1041488|Der echte Hufflepuff|Frage|Hello. Is the trailer made entirely of pure silver?|5.0|1|Hi Hufflepuff, the pendant is made of 925 silver, which means 92.5% is pure silver, the rest are other metals. This makes the silver harder and less prone to scratching. Best wishes from the Elvenwood!|2018-05-03 15:45:30
E1039224|Zelda|Frage|I am a Link fan and would love to buy it. Can I then fight against a friend who also has the sword without getting any scratches?|5.0|1|Hi Zelda, unfortunately, we cannot guarantee that neither you nor the sword will get scratches during a fight. This is a decorative sword, designed more for display than for use. Best wishes from the Elven Forest!|2018-05-04 08:56:01
E1004754|LordOfValar|Ist das reines Titan?|"First of all, I find the ring very beautiful and it fits me well. It was delivered within 3 days. However, I measured and weighed it again and came to the conclusion, based on my calculations, that the ring cannot be made of titanium alone:
R: ([Pi]×6.1mm)÷4×(20.3^2mm-19.1^2mm)
=226.515mm^3 which corresponds to 0.226515cm^3

Titanium has a density of 4.54g/cm^3. Therefore, the ring should weigh 0.226515×4.54= approximately 1g. But it weighs 4g. So either I made a mistake in my calculations, my scale is not working, or there is still iron or something like that in it. If that is the case, please mention it in the product description.
Otherwise, it's great."|5.0|1|Hi LordofValar, we inquired again with the manufacturer, the ring is made of titanium. Best wishes from the Elvenwood!|2018-05-04 17:22:53
E1007078|Lily Luna Lovegood|Lunas Zauberstab|"Hey dear Elbenwald Team.
I didn't buy the collection because I only want the wand of Luna Lovegood. I've been hoping for years that it will eventually be possible to buy it individually. Do you know if that will ever be possible? It would be really great to know. Thanks."|1.0|1|Hi Lily, so far we don't have any information about that, I honestly feel sorry. But we'll keep our eyes and long ears open. Best wishes from the Elvenwood!|2018-05-04 22:48:28
E1000659|Leo  Potter|Einfach Zauberhaft!|"My Elder Wand arrived right on time today, and I am overwhelmed! The packaging is VERY high-quality, not to mention the wand itself: it feels heavy in the hand and has the sensation of real wood. Plus, it looks very elaborate. At first, I thought 40 cm might be a bit too long, but it's really perfect and highly recommended as a first wand.

However, I do have one question: In the Character Edition, a small clip is always included (not in the Ollivander Edition). Can this clip be purchased separately if you want to display the wand in a showcase?

Thank you very much for this WONDERFUL wand, it certainly won't be my last! Dumbledore would be proud of you!

Best regards,
Leo Potter :)"|5.0|1|Hi Leo, I'm very glad that you love the Elderstaff as much as I do. Unfortunately, the name clip is only available with the character edition, and we can't purchase it individually, I'm really sorry. Best wishes from the Elvenwood!|2018-05-05 16:20:06
E1025580|Lilly|Ich habe eine Frage|I have a question about the sweater, which is made of 100% wool. Is the sweater very itchy, as I am a bit sensitive in this area (to things that are itchy).|5.0|1|"Hi Lilly, everyone has a different experience with wearing real wool. My tip: why don't you stop by an <a href=""https://www.elbenwald.de/Stores"">Elbenwald near you</a> and try on the sweater yourself. Best wishes from Elbenwald!"|2018-05-06 20:00:51
E1051905|Mia Slytherin|Waaaaaas?|That's such a great design. Why is it only available for kids? I would want to wear it too.|5.0|1|Hi Mia, patience, patience... we are already working on it. Best wishes from the Elvenwood!|2018-05-07 14:30:34
E1041888|Ma324|Allgemeine Figuren|"Unfortunately, the video does not mention what material it is made of.
Very unfortunate!!"|5.0|1|Hi Mom, this figure is made of plastic. Best wishes from the Elven Forest!|2018-05-07 17:59:11
E1037711|Chris|Schwert schön, aber warum die Sollbruchstelle?|I bought the sword in the shop and I really like it a lot. However, what bothers me is the predetermined breaking point - that's why I thought long and hard about whether I should even buy it. Also, I find it a shame that you can't buy it optionally sharpened.|3.0|1|Hi Chris, this is a sword for collectors and is not intended for use. That's why there is a break point and an unsharpened blade. Unfortunately, it's not possible to do it differently. Best regards from the Elven Forest!|2018-05-08 18:24:52
E1045085|paula|Bedrucktes geht ab|After just one wash, the Bowtruckle is gone.|5.0|1|"Hi Paula, we honestly regret this and it shouldn't be like that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the exchange. Best wishes from Elbenwald!"|2018-05-10 16:13:17
E1016138|Hanna|Wandhalterung?|Does the magic wand fit in the wall holder?|5.0|1|Hi Hanna, the wand holders can accommodate wands up to 41 cm in length, so they will also fit Moody's wand. Best wishes from the Elvenwood!|2018-05-11 14:56:18
E1005051|Matze|Bin verwundert...|The pen is really great...it writes well with it and also feels very good in the hand! My question: Is this pen refillable? I couldn't find any opening to twist or anything?!|3.0|1|Hi Matze, please excuse the delay. The tip of the pen is not replaceable, I'm really sorry. Best regards from the Elven Forest!|2018-05-12 09:48:56
E1048118|Charlotte|Geht so|The cup is beautiful and fulfills its purpose, but the leaves detract from the image (this alloy). ...... So that the cup no longer looks nice after a few washes.|2.0|1|"Hi Charlotte, we honestly regret this and it shouldn't be like that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-05-13 19:34:10
E1001652|Eva|Keine Bewertung - Frage vor dem Kauf :)|"Hello!
I absolutely want Hermione's wand, which I find the most beautiful of all! Besides that, I've only read good things about the wands from Ollivanders so far!

To my question!
What is the difference between the different editions?
Is it just the packaging that differs between Character and Ollivanders, or do the wands also look different?
Thanks in advance :)"|5.0|1|"Hi Eva, the magic wands are always the same in the editions. Take a look, here you can find all <a href=""https://www.elbenwald.de/Der-ultimative-Zauberstab-Guide"">information about our magic wands</a>. Best wishes from Elbenwald!"|2018-05-14 16:53:16
